order_id,order_date,store_id,sales_channel,sku_code,quantity,price
388,2025-11-09 00:44:16.412583,1,POS,SKU094,3,463160
389,2025-11-18 00:44:16.412583,3,FACEBOOK,SKU061,3,374073
390,2025-11-12 00:44:16.412583,1,POS,SKU030,1,384779
391,2025-12-25 00:44:16.412583,3,FACEBOOK,SKU038,3,330523
392,2025-12-27 00:44:16.412583,2,WEB,SKU096,3,420884
393,2025-10-12 00:44:16.412583,3,FACEBOOK,SKU034,3,356730
394,2025-12-25 00:44:16.412583,4,ECOMMERCE,SKU100,2,209268
395,2025-12-05 00:44:16.412583,4,ECOMMERCE,SKU081,2,541097
396,2025-10-03 00:44:16.412583,3,FACEBOOK,SKU087,2,237065
397,2025-11-09 00:44:16.412583,4,ECOMMERCE,SKU031,1,547449
398,2025-10-28 00:44:16.412583,2,WEB,SKU051,2,531236
399,2025-12-02 00:44:16.412583,2,WEB,SKU034,1,356730
400,2025-10-29 00:44:16.412583,2,WEB,SKU056,1,341699
401,2025-10-20 00:44:16.412583,4,ECOMMERCE,SKU094,1,463160
402,2025-11-07 00:44:16.412583,1,POS,SKU057,1,470936
403,2025-12-04 00:44:16.412583,4,ECOMMERCE,SKU097,3,223247
404,2025-12-07 00:44:16.412583,2,WEB,SKU091,1,240397
405,2025-12-24 00:44:16.412583,2,WEB,SKU004,2,565838
406,2025-12-19 00:44:16.412583,4,ECOMMERCE,SKU099,1,282798
407,2025-12-16 00:44:16.412583,2,WEB,SKU072,2,479303
408,2025-10-20 00:44:16.412583,1,POS,SKU068,1,354555
409,2025-10-24 00:44:16.412583,4,ECOMMERCE,SKU028,3,435796
410,2025-12-19 00:44:16.412583,4,ECOMMERCE,SKU043,1,284654
411,2025-11-26 00:44:16.412583,1,POS,SKU059,1,439629
412,2025-11-22 00:44:16.412583,3,FACEBOOK,SKU054,2,456840
413,2025-12-26 00:44:16.412583,1,POS,SKU080,3,440181
414,2025-10-31 00:44:16.412583,1,POS,SKU031,2,547449
415,2025-12-18 00:44:16.412583,2,WEB,SKU013,2,588468
416,2025-11-27 00:44:16.412583,1,POS,SKU022,1,394027
417,2025-12-08 00:44:16.412583,3,FACEBOOK,SKU005,1,459178
418,2025-11-09 00:44:16.412583,2,WEB,SKU070,2,248555
419,2025-10-25 00:44:16.412583,3,FACEBOOK,SKU075,2,280077
420,2025-12-26 00:44:16.412583,2,WEB,SKU033,3,592752
421,2025-11-26 00:44:16.412583,1,POS,SKU083,2,371829
422,2025-11-06 00:44:16.412583,2,WEB,SKU087,2,237065
423,2025-12-04 00:44:16.412583,1,POS,SKU032,3,458795
424,2025-11-23 00:44:16.412583,1,POS,SKU038,1,330523
425,2025-10-26 00:44:16.412583,1,POS,SKU033,3,592752
426,2025-10-18 00:44:16.412583,4,ECOMMERCE,SKU059,2,439629
427,2025-10-07 00:44:16.412583,3,FACEBOOK,SKU071,3,456508
428,2025-12-01 00:44:16.412583,4,ECOMMERCE,SKU031,2,547449
429,2025-12-10 00:44:16.412583,4,ECOMMERCE,SKU073,1,572654
430,2025-12-06 00:44:16.412583,2,WEB,SKU092,1,457750
431,2025-11-06 00:44:16.412583,1,POS,SKU015,1,391335
432,2025-10-21 00:44:16.412583,4,ECOMMERCE,SKU050,2,473538
433,2025-11-27 00:44:16.412583,1,POS,SKU003,3,331932
434,2025-10-19 00:44:16.412583,1,POS,SKU093,2,553531
435,2025-10-12 00:44:16.412583,2,WEB,SKU021,1,521879
436,2025-11-27 00:44:16.412583,4,ECOMMERCE,SKU001,2,321958
437,2025-10-04 00:44:16.412583,3,FACEBOOK,SKU031,2,547449
438,2025-10-07 00:44:16.412583,1,POS,SKU095,2,255591
439,2025-12-04 00:44:16.412583,1,POS,SKU098,2,224300
440,2025-10-31 00:44:16.412583,1,POS,SKU077,2,400551
441,2025-10-11 00:44:16.412583,1,POS,SKU046,2,519030
442,2025-10-29 00:44:16.412583,4,ECOMMERCE,SKU046,1,519030
443,2025-11-10 00:44:16.412583,3,FACEBOOK,SKU061,1,374073
444,2025-12-23 00:44:16.412583,2,WEB,SKU001,2,321958
445,2025-10-19 00:44:16.412583,4,ECOMMERCE,SKU043,1,284654
446,2025-10-05 00:44:16.412583,1,POS,SKU090,2,211534
447,2025-11-30 00:44:16.412583,4,ECOMMERCE,SKU084,3,471836
448,2025-10-18 00:44:16.412583,3,FACEBOOK,SKU034,3,356730
449,2025-11-30 00:44:16.412583,1,POS,SKU012,2,574871
450,2025-12-18 00:44:16.412583,2,WEB,SKU043,1,284654
451,2025-10-11 00:44:16.412583,2,WEB,SKU045,1,267435
452,2025-11-02 00:44:16.412583,1,POS,SKU020,1,462913
453,2025-10-20 00:44:16.412583,4,ECOMMERCE,SKU044,3,581490
454,2025-12-17 00:44:16.412583,4,ECOMMERCE,SKU058,3,439931
455,2025-11-24 00:44:16.412583,4,ECOMMERCE,SKU071,1,456508
456,2025-11-06 00:44:16.412583,3,FACEBOOK,SKU008,1,407892
457,2025-11-08 00:44:16.412583,2,WEB,SKU017,1,241090
458,2025-10-07 00:44:16.412583,4,ECOMMERCE,SKU097,1,223247
459,2025-11-23 00:44:16.412583,1,POS,SKU051,3,531236
460,2025-12-19 00:44:16.412583,3,FACEBOOK,SKU006,2,319879
461,2025-10-09 00:44:16.412583,1,POS,SKU013,1,588468
462,2025-12-03 00:44:16.412583,2,WEB,SKU009,3,254886
463,2025-12-08 00:44:16.412583,1,POS,SKU082,1,515139
464,2025-12-20 00:44:16.412583,4,ECOMMERCE,SKU055,3,549457
465,2025-12-13 00:44:16.412583,1,POS,SKU037,1,349503
466,2025-10-19 00:44:16.412583,1,POS,SKU080,2,440181
467,2025-11-24 00:44:16.412583,4,ECOMMERCE,SKU050,1,473538
468,2025-12-18 00:44:16.412583,3,FACEBOOK,SKU004,2,565838
469,2025-10-31 00:44:16.412583,4,ECOMMERCE,SKU092,3,457750
470,2025-11-23 00:44:16.412583,4,ECOMMERCE,SKU017,1,241090
471,2025-12-25 00:44:16.412583,1,POS,SKU063,3,268148
472,2025-10-11 00:44:16.412583,4,ECOMMERCE,SKU095,3,255591
473,2025-11-16 00:44:16.412583,3,FACEBOOK,SKU057,1,470936
474,2025-12-07 00:44:16.412583,1,POS,SKU062,3,407624
475,2025-12-04 00:44:16.412583,4,ECOMMERCE,SKU083,3,371829
476,2025-12-10 00:44:16.412583,4,ECOMMERCE,SKU094,1,463160
477,2025-11-19 00:44:16.412583,3,FACEBOOK,SKU031,2,547449
478,2025-10-06 00:44:16.412583,4,ECOMMERCE,SKU012,3,574871
479,2025-11-19 00:44:16.412583,3,FACEBOOK,SKU013,2,588468
480,2025-11-02 00:44:16.412583,3,FACEBOOK,SKU025,3,399041
481,2025-10-03 00:44:16.412583,2,WEB,SKU003,2,331932
482,2025-10-09 00:44:16.412583,4,ECOMMERCE,SKU050,2,473538
483,2025-10-31 00:44:16.412583,4,ECOMMERCE,SKU032,3,458795
484,2025-12-24 00:44:16.412583,1,POS,SKU041,3,265725
485,2025-10-14 00:44:16.412583,1,POS,SKU052,3,203890
486,2025-11-12 00:44:16.412583,2,WEB,SKU004,1,565838
487,2025-10-06 00:44:16.412583,3,FACEBOOK,SKU080,2,440181
488,2025-12-09 00:44:16.412583,1,POS,SKU090,2,211534
489,2025-12-22 00:44:16.412583,2,WEB,SKU044,1,581490
490,2025-12-27 00:44:16.412583,1,POS,SKU098,2,224300
491,2025-12-29 00:44:16.412583,3,FACEBOOK,SKU094,2,463160
492,2025-12-20 00:44:16.412583,4,ECOMMERCE,SKU009,1,254886
493,2025-10-18 00:44:16.412583,1,POS,SKU019,1,264820
494,2025-11-28 00:44:16.412583,4,ECOMMERCE,SKU007,1,310268
495,2025-11-07 00:44:16.412583,3,FACEBOOK,SKU075,1,280077
496,2025-10-06 00:44:16.412583,1,POS,SKU064,1,452801
497,2025-10-06 00:44:16.412583,4,ECOMMERCE,SKU085,2,402283
498,2025-11-09 00:44:16.412583,3,FACEBOOK,SKU094,3,463160
499,2025-11-20 00:44:16.412583,1,POS,SKU039,3,202747
500,2025-11-30 00:44:16.412583,4,ECOMMERCE,SKU033,2,592752
501,2025-10-05 00:44:16.412583,3,FACEBOOK,SKU063,3,268148
502,2025-10-25 00:44:16.412583,2,WEB,SKU061,2,374073
503,2025-11-15 00:44:16.412583,1,POS,SKU044,1,581490
504,2025-12-23 00:44:16.412583,3,FACEBOOK,SKU073,2,572654
505,2025-11-04 00:44:16.412583,1,POS,SKU037,1,349503
506,2025-11-17 00:44:16.412583,1,POS,SKU006,2,319879
507,2025-11-21 00:44:16.412583,3,FACEBOOK,SKU052,3,203890
508,2025-11-26 00:44:16.412583,3,FACEBOOK,SKU096,2,420884
509,2025-11-13 00:44:16.412583,4,ECOMMERCE,SKU027,1,303355
510,2025-12-03 00:44:16.412583,3,FACEBOOK,SKU054,3,456840
511,2025-12-03 00:44:16.412583,2,WEB,SKU063,2,268148
512,2025-12-06 00:44:16.412583,4,ECOMMERCE,SKU069,2,586502
513,2025-10-11 00:44:16.412583,4,ECOMMERCE,SKU011,3,287498
514,2025-11-24 00:44:16.412583,3,FACEBOOK,SKU014,1,375203
515,2025-11-25 00:44:16.412583,1,POS,SKU074,3,306530
516,2025-10-24 00:44:16.412583,3,FACEBOOK,SKU052,3,203890
517,2025-11-07 00:44:16.412583,1,POS,SKU070,2,248555
518,2025-10-14 00:44:16.412583,3,FACEBOOK,SKU065,1,324243
519,2025-11-11 00:44:16.412583,1,POS,SKU065,3,324243
520,2025-11-07 00:44:16.412583,4,ECOMMERCE,SKU075,2,280077
521,2025-11-27 00:44:16.412583,2,WEB,SKU092,3,457750
522,2025-11-24 00:44:16.412583,3,FACEBOOK,SKU070,1,248555
523,2025-12-28 00:44:16.412583,2,WEB,SKU041,2,265725
524,2025-11-14 00:44:16.412583,3,FACEBOOK,SKU073,2,572654
525,2025-10-06 00:44:16.412583,3,FACEBOOK,SKU058,3,439931
526,2025-11-15 00:44:16.412583,4,ECOMMERCE,SKU046,3,519030
527,2025-11-25 00:44:16.412583,4,ECOMMERCE,SKU022,2,394027
528,2025-12-21 00:44:16.412583,1,POS,SKU086,1,396769
529,2025-10-10 00:44:16.412583,2,WEB,SKU094,3,463160
530,2025-12-21 00:44:16.412583,4,ECOMMERCE,SKU060,2,405041
531,2025-11-16 00:44:16.412583,1,POS,SKU027,3,303355
532,2025-12-26 00:44:16.412583,1,POS,SKU030,1,384779
533,2025-10-04 00:44:16.412583,4,ECOMMERCE,SKU046,1,519030
534,2025-12-17 00:44:16.412583,4,ECOMMERCE,SKU093,3,553531
535,2025-11-26 00:44:16.412583,2,WEB,SKU079,1,408261
536,2025-10-17 00:44:16.412583,4,ECOMMERCE,SKU080,1,440181
537,2025-10-31 00:44:16.412583,4,ECOMMERCE,SKU092,3,457750
538,2025-11-16 00:44:16.412583,4,ECOMMERCE,SKU099,2,282798
539,2025-11-19 00:44:16.412583,3,FACEBOOK,SKU055,3,549457
540,2025-10-05 00:44:16.412583,1,POS,SKU097,3,223247
541,2025-10-20 00:44:16.412583,4,ECOMMERCE,SKU083,3,371829
542,2025-11-27 00:44:16.412583,4,ECOMMERCE,SKU029,2,414176
543,2025-11-17 00:44:16.412583,4,ECOMMERCE,SKU040,2,323855
544,2025-10-10 00:44:16.412583,4,ECOMMERCE,SKU066,3,451995
545,2025-10-18 00:44:16.412583,1,POS,SKU048,3,231551
546,2025-11-16 00:44:16.412583,3,FACEBOOK,SKU073,2,572654
547,2025-11-10 00:44:16.412583,1,POS,SKU061,3,374073
548,2025-11-05 00:44:16.412583,4,ECOMMERCE,SKU007,1,310268
549,2025-10-15 00:44:16.412583,3,FACEBOOK,SKU063,1,268148
550,2025-10-24 00:44:16.412583,1,POS,SKU042,2,329981
551,2025-12-06 00:44:16.412583,3,FACEBOOK,SKU008,2,407892
552,2025-12-11 00:44:16.412583,1,POS,SKU095,1,255591
553,2025-11-03 00:44:16.412583,4,ECOMMERCE,SKU096,2,420884
554,2025-12-30 00:44:16.412583,3,FACEBOOK,SKU060,2,405041
555,2025-10-28 00:44:16.412583,2,WEB,SKU073,3,572654
556,2025-11-06 00:44:16.412583,4,ECOMMERCE,SKU061,3,374073
557,2025-12-02 00:44:16.412583,4,ECOMMERCE,SKU002,1,346867
558,2025-10-16 00:44:16.412583,1,POS,SKU081,1,541097
559,2025-10-10 00:44:16.412583,3,FACEBOOK,SKU037,2,349503
560,2025-10-23 00:44:16.412583,4,ECOMMERCE,SKU069,3,586502
561,2025-11-26 00:44:16.412583,3,FACEBOOK,SKU086,1,396769
562,2025-12-27 00:44:16.412583,3,FACEBOOK,SKU057,2,470936
563,2025-12-25 00:44:16.412583,3,FACEBOOK,SKU072,2,479303
564,2025-12-30 00:44:16.412583,4,ECOMMERCE,SKU019,1,264820
565,2025-12-10 00:44:16.412583,4,ECOMMERCE,SKU079,3,408261
566,2025-11-07 00:44:16.412583,2,WEB,SKU096,2,420884
567,2025-10-21 00:44:16.412583,1,POS,SKU012,3,574871
568,2025-12-30 00:44:16.412583,3,FACEBOOK,SKU057,3,470936
569,2025-12-21 00:44:16.412583,2,WEB,SKU097,1,223247
570,2025-11-16 00:44:16.412583,4,ECOMMERCE,SKU055,3,549457
571,2025-10-29 00:44:16.412583,2,WEB,SKU064,1,452801
572,2025-10-26 00:44:16.412583,4,ECOMMERCE,SKU053,1,241606
573,2025-10-31 00:44:16.412583,3,FACEBOOK,SKU042,2,329981
574,2025-10-04 00:44:16.412583,3,FACEBOOK,SKU014,2,375203
575,2025-12-10 00:44:16.412583,4,ECOMMERCE,SKU094,3,463160
576,2025-11-17 00:44:16.412583,2,WEB,SKU098,2,224300
577,2025-12-10 00:44:16.412583,2,WEB,SKU014,1,375203
578,2025-12-18 00:44:16.412583,1,POS,SKU088,1,423165
579,2025-10-09 00:44:16.412583,4,ECOMMERCE,SKU064,2,452801
580,2025-11-20 00:44:16.412583,4,ECOMMERCE,SKU028,3,435796
581,2025-12-01 00:44:16.412583,3,FACEBOOK,SKU017,3,241090
582,2025-11-22 00:44:16.412583,2,WEB,SKU090,2,211534
583,2025-12-13 00:44:16.412583,2,WEB,SKU042,1,329981
584,2025-10-17 00:44:16.412583,1,POS,SKU074,2,306530
585,2025-12-22 00:44:16.412583,2,WEB,SKU078,1,481601
586,2025-11-27 00:44:16.412583,3,FACEBOOK,SKU054,2,456840
587,2025-12-27 00:44:16.412583,1,POS,SKU053,3,241606
588,2025-11-14 00:44:16.412583,4,ECOMMERCE,SKU040,1,323855
589,2025-12-10 00:44:16.412583,3,FACEBOOK,SKU075,3,280077
590,2025-12-15 00:44:16.412583,3,FACEBOOK,SKU008,1,407892
591,2025-10-17 00:44:16.412583,2,WEB,SKU072,2,479303
592,2025-12-04 00:44:16.412583,2,WEB,SKU035,1,546622
593,2025-10-16 00:44:16.412583,1,POS,SKU084,3,471836
594,2025-10-20 00:44:16.412583,3,FACEBOOK,SKU025,2,399041
595,2025-10-22 00:44:16.412583,4,ECOMMERCE,SKU011,1,287498
596,2025-11-11 00:44:16.412583,2,WEB,SKU081,3,541097
597,2025-10-29 00:44:16.412583,2,WEB,SKU041,2,265725
598,2025-12-06 00:44:16.412583,3,FACEBOOK,SKU037,2,349503
599,2025-10-11 00:44:16.412583,4,ECOMMERCE,SKU097,2,223247
600,2025-10-26 00:44:16.412583,1,POS,SKU064,3,452801
601,2025-12-10 00:44:16.412583,2,WEB,SKU053,2,241606
602,2025-10-17 00:44:16.412583,3,FACEBOOK,SKU030,3,384779
603,2025-11-08 00:44:16.412583,2,WEB,SKU014,3,375203
604,2025-12-08 00:44:16.412583,4,ECOMMERCE,SKU009,1,254886
605,2025-12-04 00:44:16.412583,4,ECOMMERCE,SKU032,3,458795
606,2025-10-22 00:44:16.412583,3,FACEBOOK,SKU046,3,519030
607,2025-12-14 00:44:16.412583,2,WEB,SKU093,1,553531
608,2025-10-22 00:44:16.412583,3,FACEBOOK,SKU077,3,400551
609,2025-12-19 00:44:16.412583,4,ECOMMERCE,SKU045,3,267435
610,2025-12-17 00:44:16.412583,2,WEB,SKU055,2,549457
611,2025-12-12 00:44:16.412583,1,POS,SKU083,1,371829
612,2025-10-04 00:44:16.412583,1,POS,SKU077,1,400551
613,2025-10-06 00:44:16.412583,1,POS,SKU086,3,396769
614,2025-12-13 00:44:16.412583,4,ECOMMERCE,SKU084,2,471836
615,2025-12-23 00:44:16.412583,1,POS,SKU085,1,402283
616,2025-12-13 00:44:16.412583,2,WEB,SKU069,2,586502
617,2025-12-19 00:44:16.412583,3,FACEBOOK,SKU055,3,549457
618,2025-10-04 00:44:16.412583,2,WEB,SKU040,2,323855
619,2025-12-20 00:44:16.412583,4,ECOMMERCE,SKU036,3,584681
620,2025-11-07 00:44:16.412583,4,ECOMMERCE,SKU010,3,337337
621,2025-11-08 00:44:16.412583,1,POS,SKU060,2,405041
622,2025-11-01 00:44:16.412583,3,FACEBOOK,SKU095,3,255591
623,2025-11-21 00:44:16.412583,1,POS,SKU097,2,223247
624,2025-11-28 00:44:16.412583,1,POS,SKU060,1,405041
625,2025-12-28 00:44:16.412583,4,ECOMMERCE,SKU035,1,546622
626,2025-10-21 00:44:16.412583,1,POS,SKU075,2,280077
627,2025-11-23 00:44:16.412583,1,POS,SKU038,2,330523
628,2025-11-29 00:44:16.412583,3,FACEBOOK,SKU029,1,414176
629,2025-11-13 00:44:16.412583,4,ECOMMERCE,SKU084,3,471836
630,2025-10-19 00:44:16.412583,3,FACEBOOK,SKU040,2,323855
631,2025-11-10 00:44:16.412583,1,POS,SKU017,3,241090
632,2025-11-14 00:44:16.412583,1,POS,SKU055,2,549457
633,2025-10-17 00:44:16.412583,3,FACEBOOK,SKU044,2,581490
634,2025-12-05 00:44:16.412583,2,WEB,SKU095,3,255591
635,2025-10-14 00:44:16.412583,2,WEB,SKU031,2,547449
636,2025-10-31 00:44:16.412583,3,FACEBOOK,SKU055,2,549457
637,2025-10-16 00:44:16.412583,1,POS,SKU056,2,341699
638,2025-11-27 00:44:16.412583,3,FACEBOOK,SKU010,1,337337
639,2025-10-19 00:44:16.412583,3,FACEBOOK,SKU016,1,478167
640,2025-10-07 00:44:16.412583,4,ECOMMERCE,SKU072,2,479303
641,2025-11-19 00:44:16.412583,3,FACEBOOK,SKU007,3,310268
642,2025-11-23 00:44:16.412583,2,WEB,SKU020,1,462913
643,2025-10-21 00:44:16.412583,1,POS,SKU038,2,330523
644,2025-12-13 00:44:16.412583,4,ECOMMERCE,SKU035,3,546622
645,2025-11-10 00:44:16.412583,3,FACEBOOK,SKU002,1,346867
646,2025-10-21 00:44:16.412583,3,FACEBOOK,SKU058,2,439931
647,2025-12-05 00:44:16.412583,1,POS,SKU037,2,349503
648,2025-12-03 00:44:16.412583,4,ECOMMERCE,SKU064,2,452801
649,2025-12-03 00:44:16.412583,3,FACEBOOK,SKU071,1,456508
650,2025-10-12 00:44:16.412583,3,FACEBOOK,SKU040,2,323855
651,2025-12-04 00:44:16.412583,4,ECOMMERCE,SKU045,2,267435
652,2025-10-31 00:44:16.412583,3,FACEBOOK,SKU091,1,240397
653,2025-12-14 00:44:16.412583,1,POS,SKU021,2,521879
654,2025-10-07 00:44:16.412583,1,POS,SKU023,1,527069
655,2025-11-06 00:44:16.412583,3,FACEBOOK,SKU005,2,459178
656,2025-12-16 00:44:16.412583,3,FACEBOOK,SKU069,3,586502
657,2025-12-26 00:44:16.412583,3,FACEBOOK,SKU048,2,231551
658,2025-11-06 00:44:16.412583,2,WEB,SKU049,3,578360
659,2025-10-02 00:44:16.412583,3,FACEBOOK,SKU033,1,592752
660,2025-11-25 00:44:16.412583,4,ECOMMERCE,SKU015,1,391335
661,2025-11-03 00:44:16.412583,4,ECOMMERCE,SKU063,3,268148
662,2025-11-16 00:44:16.412583,2,WEB,SKU052,2,203890
663,2025-11-16 00:44:16.412583,2,WEB,SKU098,1,224300
664,2025-11-21 00:44:16.412583,2,WEB,SKU038,1,330523
665,2025-12-12 00:44:16.412583,1,POS,SKU037,3,349503
666,2025-10-25 00:44:16.412583,3,FACEBOOK,SKU052,2,203890
667,2025-12-10 00:44:16.412583,3,FACEBOOK,SKU043,2,284654
668,2025-10-10 00:44:16.412583,4,ECOMMERCE,SKU087,2,237065
669,2025-12-04 00:44:16.412583,1,POS,SKU047,2,528947
670,2025-12-10 00:44:16.412583,4,ECOMMERCE,SKU062,2,407624
671,2025-12-19 00:44:16.412583,4,ECOMMERCE,SKU056,3,341699
672,2025-12-18 00:44:16.412583,4,ECOMMERCE,SKU095,1,255591
673,2025-10-17 00:44:16.412583,1,POS,SKU058,1,439931
674,2025-11-20 00:44:16.412583,3,FACEBOOK,SKU065,2,324243
675,2025-11-13 00:44:16.412583,4,ECOMMERCE,SKU016,3,478167
676,2025-11-16 00:44:16.412583,4,ECOMMERCE,SKU053,1,241606
677,2025-10-26 00:44:16.412583,2,WEB,SKU001,3,321958
678,2025-12-05 00:44:16.412583,1,POS,SKU063,2,268148
679,2025-12-04 00:44:16.412583,4,ECOMMERCE,SKU074,1,306530
680,2025-10-06 00:44:16.412583,1,POS,SKU076,1,498064
681,2025-10-18 00:44:16.412583,4,ECOMMERCE,SKU097,3,223247
682,2025-11-12 00:44:16.412583,2,WEB,SKU013,2,588468
683,2025-12-06 00:44:16.412583,3,FACEBOOK,SKU096,2,420884
684,2025-10-20 00:44:16.412583,4,ECOMMERCE,SKU016,3,478167
685,2025-12-05 00:44:16.412583,4,ECOMMERCE,SKU022,1,394027
686,2025-11-11 00:44:16.412583,3,FACEBOOK,SKU063,3,268148
687,2025-11-10 00:44:16.412583,2,WEB,SKU017,1,241090
688,2025-11-20 00:44:16.412583,1,POS,SKU040,3,323855
689,2025-11-08 00:44:16.412583,3,FACEBOOK,SKU075,3,280077
690,2025-11-13 00:44:16.412583,1,POS,SKU031,3,547449
691,2025-12-05 00:44:16.412583,4,ECOMMERCE,SKU013,3,588468
692,2025-12-02 00:44:16.412583,1,POS,SKU032,3,458795
693,2025-12-12 00:44:16.412583,1,POS,SKU052,2,203890
694,2025-11-30 00:44:16.412583,2,WEB,SKU006,1,319879
695,2025-11-17 00:44:16.412583,2,WEB,SKU042,2,329981
696,2025-12-26 00:44:16.412583,4,ECOMMERCE,SKU010,1,337337
697,2025-11-23 00:44:16.412583,4,ECOMMERCE,SKU077,3,400551
698,2025-11-09 00:44:16.412583,1,POS,SKU084,3,471836
699,2025-12-28 00:44:16.412583,1,POS,SKU083,3,371829
700,2025-10-04 00:44:16.412583,1,POS,SKU075,3,280077
701,2025-11-30 00:44:16.412583,4,ECOMMERCE,SKU026,2,467455
702,2025-12-23 00:44:16.412583,1,POS,SKU075,3,280077
703,2025-12-13 00:44:16.412583,4,ECOMMERCE,SKU039,1,202747
704,2025-10-07 00:44:16.412583,1,POS,SKU073,3,572654
705,2025-12-01 00:44:16.412583,4,ECOMMERCE,SKU089,1,299299
706,2025-12-07 00:44:16.412583,3,FACEBOOK,SKU018,3,529365
707,2025-12-19 00:44:16.412583,1,POS,SKU082,2,515139
708,2025-10-19 00:44:16.412583,2,WEB,SKU089,3,299299
709,2025-11-01 00:44:16.412583,4,ECOMMERCE,SKU074,1,306530
710,2025-12-13 00:44:16.412583,2,WEB,SKU022,3,394027
711,2025-10-15 00:44:16.412583,1,POS,SKU034,1,356730
712,2025-10-03 00:44:16.412583,4,ECOMMERCE,SKU090,2,211534
713,2025-11-10 00:44:16.412583,1,POS,SKU092,2,457750
714,2025-10-20 00:44:16.412583,4,ECOMMERCE,SKU014,2,375203
715,2025-12-28 00:44:16.412583,3,FACEBOOK,SKU056,1,341699
716,2025-11-22 00:44:16.412583,3,FACEBOOK,SKU071,3,456508
717,2025-12-18 00:44:16.412583,1,POS,SKU021,2,521879
718,2025-10-08 00:44:16.412583,2,WEB,SKU043,3,284654
719,2025-10-18 00:44:16.412583,4,ECOMMERCE,SKU079,3,408261
720,2025-10-27 00:44:16.412583,1,POS,SKU031,3,547449
721,2025-11-11 00:44:16.412583,2,WEB,SKU056,3,341699
722,2025-12-01 00:44:16.412583,1,POS,SKU082,3,515139
723,2025-11-18 00:44:16.412583,1,POS,SKU010,2,337337
724,2025-10-23 00:44:16.412583,3,FACEBOOK,SKU049,2,578360
725,2025-12-08 00:44:16.412583,1,POS,SKU093,2,553531
726,2025-12-09 00:44:16.412583,3,FACEBOOK,SKU039,2,202747
727,2025-12-26 00:44:16.412583,3,FACEBOOK,SKU043,3,284654
728,2025-12-27 00:44:16.412583,3,FACEBOOK,SKU080,3,440181
729,2025-12-28 00:44:16.412583,1,POS,SKU020,2,462913
730,2025-12-18 00:44:16.412583,1,POS,SKU028,2,435796
731,2025-10-25 00:44:16.412583,1,POS,SKU072,1,479303
732,2025-11-05 00:44:16.412583,3,FACEBOOK,SKU038,3,330523
733,2025-11-08 00:44:16.412583,4,ECOMMERCE,SKU072,1,479303
734,2025-11-08 00:44:16.412583,3,FACEBOOK,SKU019,2,264820
735,2025-12-30 00:44:16.412583,2,WEB,SKU078,1,481601
736,2025-12-28 00:44:16.412583,1,POS,SKU014,3,375203
737,2025-12-02 00:44:16.412583,2,WEB,SKU021,2,521879
738,2025-12-01 00:44:16.412583,4,ECOMMERCE,SKU086,2,396769
739,2025-12-11 00:44:16.412583,1,POS,SKU044,3,581490
740,2025-11-05 00:44:16.412583,2,WEB,SKU072,2,479303
741,2025-10-16 00:44:16.412583,1,POS,SKU033,3,592752
742,2025-12-26 00:44:16.412583,1,POS,SKU007,3,310268
743,2025-11-18 00:44:16.412583,1,POS,SKU099,2,282798
744,2025-11-14 00:44:16.412583,1,POS,SKU093,1,553531
745,2025-11-07 00:44:16.412583,3,FACEBOOK,SKU035,1,546622
746,2025-11-06 00:44:16.412583,4,ECOMMERCE,SKU046,3,519030
747,2025-10-11 00:44:16.412583,1,POS,SKU100,2,209268
748,2025-11-26 00:44:16.412583,4,ECOMMERCE,SKU083,3,371829
749,2025-11-02 00:44:16.412583,3,FACEBOOK,SKU052,3,203890
750,2025-12-01 00:44:16.412583,3,FACEBOOK,SKU089,1,299299
751,2025-10-26 00:44:16.412583,3,FACEBOOK,SKU074,3,306530
752,2025-11-04 00:44:16.412583,1,POS,SKU050,3,473538
753,2025-12-29 00:44:16.412583,3,FACEBOOK,SKU069,2,586502
754,2025-10-18 00:44:16.412583,3,FACEBOOK,SKU048,1,231551
755,2025-12-18 00:44:16.412583,2,WEB,SKU019,3,264820
756,2025-12-15 00:44:16.412583,2,WEB,SKU003,1,331932
757,2025-11-01 00:44:16.412583,1,POS,SKU058,1,439931
758,2025-12-25 00:44:16.412583,2,WEB,SKU071,3,456508
759,2025-10-29 00:44:16.412583,1,POS,SKU098,3,224300
760,2025-10-30 00:44:16.412583,4,ECOMMERCE,SKU076,1,498064
761,2025-10-13 00:44:16.412583,4,ECOMMERCE,SKU098,2,224300
762,2025-11-12 00:44:16.412583,2,WEB,SKU057,3,470936
763,2025-11-30 00:44:16.412583,3,FACEBOOK,SKU024,1,452709
764,2025-12-27 00:44:16.412583,4,ECOMMERCE,SKU010,1,337337
765,2025-10-01 00:44:16.412583,2,WEB,SKU006,3,319879
766,2025-10-21 00:44:16.412583,4,ECOMMERCE,SKU048,2,231551
767,2025-12-23 00:44:16.412583,3,FACEBOOK,SKU057,2,470936
768,2025-12-01 00:44:16.412583,4,ECOMMERCE,SKU024,3,452709
769,2025-10-26 00:44:16.412583,1,POS,SKU095,2,255591
770,2025-11-11 00:44:16.412583,4,ECOMMERCE,SKU060,2,405041
771,2025-12-22 00:44:16.412583,2,WEB,SKU007,1,310268
772,2025-10-12 00:44:16.412583,4,ECOMMERCE,SKU050,3,473538
773,2025-12-13 00:44:16.412583,1,POS,SKU016,1,478167
